year,month,day,season_name,hour_24h,beehive_temperature_c,beehive_humidity_percent,beehive_weight_kg,beehive_sound_db,beehive_activity_0_10,co2_ppm,voc_level,pollen_level,latitude,longitude,beehive_sun_exposure
2024,December,29,summer,16:00,37.9,97,62.90,58,7,503,Medium,High,-35.0497,-58.4278,Sun
2024,December,29,summer,17:00,36.9,99,62.90,56,6,488,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,29,summer,18:00,35.4,101,62.80,53,5,473,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,29,summer,19:00,34.4,103,62.80,50,4,458,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,29,summer,20:00,33.4,104,62.70,47,3,448,Low,Medium,-35.0497,-58.4278,Sun
2024,December,29,summer,21:00,32.4,105,62.70,45,2,443,Low,Low,-35.0497,-58.4278,Sun
2024,December,29,summer,22:00,31.9,106,62.60,43,2,438,Low,Low,-35.0497,-58.4278,Sun
2024,December,29,summer,23:00,31.4,107,62.60,42,1,433,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,00:00,31.2,108,63.00,41,1,434,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,01:00,30.7,109,63.00,40,0,429,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,02:00,30.2,110,63.00,39,0,424,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,03:00,29.7,111,63.00,39,0,419,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,04:00,30.0,110,63.00,40,1,424,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,05:00,30.5,109,63.00,41,1,429,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,06:00,31.7,107,63.00,44,3,439,Low,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,07:00,33.2,105,63.10,47,4,449,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,08:00,34.7,103,63.10,51,5,464,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,09:00,36.2,100,63.20,54,6,479,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,10:00,37.7,98,63.20,57,7,494,Medium,High,-35.0497,-58.4278,Sun
2024,December,30,summer,11:00,38.7,97,63.30,59,8,509,High,High,-35.0497,-58.4278,Sun
2024,December,30,summer,12:00,39.7,95,63.30,61,8,519,High,High,-35.0497,-58.4278,Sun
2024,December,30,summer,13:00,40.2,94,63.40,62,9,529,High,High,-35.0497,-58.4278,Sun
2024,December,30,summer,14:00,39.7,95,63.40,61,8,524,High,High,-35.0497,-58.4278,Sun
2024,December,30,summer,15:00,39.2,96,63.40,60,8,519,High,High,-35.0497,-58.4278,Sun
2024,December,30,summer,16:00,38.2,98,63.40,58,7,504,Medium,High,-35.0497,-58.4278,Sun
2024,December,30,summer,17:00,37.2,100,63.40,56,6,489,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,18:00,35.7,102,63.30,53,5,474,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,19:00,34.7,104,63.30,50,4,459,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,20:00,33.7,105,63.20,47,3,449,Low,Medium,-35.0497,-58.4278,Sun
2024,December,30,summer,21:00,32.7,106,63.20,45,2,444,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,22:00,32.2,107,63.10,43,2,439,Low,Low,-35.0497,-58.4278,Sun
2024,December,30,summer,23:00,31.7,108,63.10,42,1,434,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,00:00,31.5,109,63.50,41,1,435,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,01:00,31.0,110,63.50,40,0,430,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,02:00,30.5,111,63.50,39,0,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,03:00,30.0,112,63.50,39,0,420,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,04:00,30.3,111,63.50,40,1,420,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,05:00,30.8,110,63.50,41,1,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,06:00,32.0,108,63.50,44,3,435,Low,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,07:00,33.5,106,63.60,47,4,445,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,08:00,35.0,104,63.60,51,5,460,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,09:00,36.5,101,63.70,54,6,475,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,10:00,38.0,99,63.70,57,7,490,Medium,High,-35.0497,-58.4278,Sun
2024,December,31,summer,11:00,39.0,98,63.80,59,8,505,High,High,-35.0497,-58.4278,Sun
2024,December,31,summer,12:00,40.0,96,63.80,61,8,515,High,High,-35.0497,-58.4278,Sun
2024,December,31,summer,13:00,40.5,95,63.90,62,9,525,High,High,-35.0497,-58.4278,Sun
2024,December,31,summer,14:00,40.0,96,63.90,61,8,520,High,High,-35.0497,-58.4278,Sun
2024,December,31,summer,15:00,39.5,97,63.90,60,8,515,High,High,-35.0497,-58.4278,Sun
2024,December,31,summer,16:00,38.5,99,63.90,58,7,500,Medium,High,-35.0497,-58.4278,Sun
2024,December,31,summer,17:00,37.5,101,63.90,56,6,485,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,18:00,36.0,103,63.80,53,5,470,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,19:00,35.0,105,63.80,50,4,455,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,20:00,34.0,106,63.70,47,3,445,Low,Medium,-35.0497,-58.4278,Sun
2024,December,31,summer,21:00,33.0,107,63.70,45,2,440,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,22:00,32.5,108,63.60,43,2,435,Low,Low,-35.0497,-58.4278,Sun
2024,December,31,summer,23:00,32.0,109,63.60,42,1,430,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,00:00,23.5,78,50.20,42,1,435,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,01:00,23.0,79,50.20,41,1,430,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,02:00,22.5,80,50.20,40,0,425,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,03:00,22.0,81,50.20,40,0,420,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,04:00,22.3,80,50.20,41,1,425,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,05:00,22.8,79,50.20,42,1,430,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,06:00,24.0,77,50.20,45,3,440,Low,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,07:00,25.5,75,50.30,48,4,450,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,08:00,27.0,73,50.30,52,5,465,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,09:00,28.5,70,50.40,55,6,480,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,10:00,30.0,68,50.40,58,7,495,Medium,High,-35.0497,-58.4278,Sun
2025,January,01,summer,11:00,31.0,67,50.50,60,8,510,High,High,-35.0497,-58.4278,Sun
2025,January,01,summer,12:00,32.0,65,50.50,62,8,520,High,High,-35.0497,-58.4278,Sun
2025,January,01,summer,13:00,32.5,64,50.60,63,9,530,High,High,-35.0497,-58.4278,Sun
2025,January,01,summer,14:00,32.0,65,50.60,62,8,525,High,High,-35.0497,-58.4278,Sun
2025,January,01,summer,15:00,31.5,66,50.60,61,8,520,High,High,-35.0497,-58.4278,Sun
2025,January,01,summer,16:00,30.5,68,50.60,59,7,505,Medium,High,-35.0497,-58.4278,Sun
2025,January,01,summer,17:00,29.5,70,50.60,57,6,490,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,18:00,28.0,72,50.50,54,5,475,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,19:00,27.0,74,50.50,51,4,460,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,20:00,26.0,75,50.40,48,3,450,Low,Medium,-35.0497,-58.4278,Sun
2025,January,01,summer,21:00,25.0,76,50.40,46,2,445,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,22:00,24.5,77,50.30,44,2,440,Low,Low,-35.0497,-58.4278,Sun
2025,January,01,summer,23:00,24.0,78,50.30,43,1,435,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,00:00,23.8,79,50.70,42,1,436,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,01:00,23.3,80,50.70,41,0,431,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,02:00,22.8,81,50.70,40,0,426,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,03:00,22.3,82,50.70,40,0,421,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,04:00,22.6,81,50.70,41,1,426,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,05:00,23.1,80,50.70,42,1,431,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,06:00,24.3,78,50.70,45,3,441,Low,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,07:00,25.8,76,50.80,48,4,451,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,08:00,27.3,74,50.80,52,5,466,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,09:00,28.8,71,50.90,55,6,481,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,10:00,30.3,69,50.90,58,7,496,Medium,High,-35.0497,-58.4278,Sun
2025,January,02,summer,11:00,31.3,68,51.00,60,8,511,High,High,-35.0497,-58.4278,Sun
2025,January,02,summer,12:00,32.3,66,51.00,62,8,521,High,High,-35.0497,-58.4278,Sun
2025,January,02,summer,13:00,32.8,65,51.10,63,9,531,High,High,-35.0497,-58.4278,Sun
2025,January,02,summer,14:00,32.3,66,51.10,62,8,526,High,High,-35.0497,-58.4278,Sun
2025,January,02,summer,15:00,31.8,67,51.10,61,8,521,High,High,-35.0497,-58.4278,Sun
2025,January,02,summer,16:00,30.8,69,51.10,59,7,506,Medium,High,-35.0497,-58.4278,Sun
2025,January,02,summer,17:00,29.8,71,51.10,57,6,491,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,18:00,28.3,73,51.00,54,5,476,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,19:00,27.3,75,51.00,51,4,461,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,20:00,26.3,76,50.90,48,3,451,Low,Medium,-35.0497,-58.4278,Sun
2025,January,02,summer,21:00,25.3,77,50.90,46,2,446,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,22:00,24.8,78,50.80,44,2,441,Low,Low,-35.0497,-58.4278,Sun
2025,January,02,summer,23:00,24.3,79,50.80,43,1,436,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,00:00,24.1,80,51.20,42,1,437,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,01:00,23.6,81,51.20,41,0,432,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,02:00,23.1,82,51.20,40,0,427,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,03:00,22.6,83,51.20,40,0,422,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,04:00,22.9,82,51.20,41,1,427,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,05:00,23.4,81,51.20,42,1,432,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,06:00,24.6,79,51.20,45,3,442,Low,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,07:00,26.1,77,51.30,48,4,452,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,08:00,27.6,75,51.30,52,5,467,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,09:00,29.1,72,51.40,55,6,482,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,10:00,30.6,70,51.40,58,7,497,Medium,High,-35.0497,-58.4278,Sun
2025,January,03,summer,11:00,31.6,69,51.50,60,8,512,High,High,-35.0497,-58.4278,Sun
2025,January,03,summer,12:00,32.6,67,51.50,62,8,522,High,High,-35.0497,-58.4278,Sun
2025,January,03,summer,13:00,33.1,66,51.60,63,9,532,High,High,-35.0497,-58.4278,Sun
2025,January,03,summer,14:00,32.6,67,51.60,62,8,527,High,High,-35.0497,-58.4278,Sun
2025,January,03,summer,15:00,32.1,68,51.60,61,8,522,High,High,-35.0497,-58.4278,Sun
2025,January,03,summer,16:00,31.1,70,51.60,59,7,507,Medium,High,-35.0497,-58.4278,Sun
2025,January,03,summer,17:00,30.1,72,51.60,57,6,492,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,18:00,28.6,74,51.50,54,5,477,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,19:00,27.6,76,51.50,51,4,462,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,20:00,26.6,77,51.40,48,3,452,Low,Medium,-35.0497,-58.4278,Sun
2025,January,03,summer,21:00,25.6,78,51.40,46,2,447,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,22:00,25.1,79,51.30,44,2,442,Low,Low,-35.0497,-58.4278,Sun
2025,January,03,summer,23:00,24.6,80,51.30,43,1,437,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,00:00,24.4,81,51.70,42,1,438,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,01:00,23.9,82,51.70,41,0,433,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,02:00,23.4,83,51.70,40,0,428,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,03:00,22.9,84,51.70,40,0,423,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,04:00,23.2,83,51.70,41,1,428,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,05:00,23.7,82,51.70,42,1,433,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,06:00,24.9,80,51.70,45,3,443,Low,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,07:00,26.4,78,51.80,48,4,453,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,08:00,27.9,76,51.80,52,5,468,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,09:00,29.4,73,51.90,55,6,483,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,10:00,30.9,71,51.90,58,7,498,Medium,High,-35.0497,-58.4278,Sun
2025,January,04,summer,11:00,31.9,70,52.00,60,8,513,High,High,-35.0497,-58.4278,Sun
2025,January,04,summer,12:00,32.9,68,52.00,62,8,523,High,High,-35.0497,-58.4278,Sun
2025,January,04,summer,13:00,33.4,67,52.10,63,9,533,High,High,-35.0497,-58.4278,Sun
2025,January,04,summer,14:00,32.9,68,52.10,62,8,528,High,High,-35.0497,-58.4278,Sun
2025,January,04,summer,15:00,32.4,69,52.10,61,8,523,High,High,-35.0497,-58.4278,Sun
2025,January,04,summer,16:00,31.4,71,52.10,59,7,508,Medium,High,-35.0497,-58.4278,Sun
2025,January,04,summer,17:00,30.4,73,52.10,57,6,493,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,18:00,28.9,75,52.00,54,5,478,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,19:00,27.9,77,52.00,51,4,463,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,20:00,26.9,78,51.90,48,3,453,Low,Medium,-35.0497,-58.4278,Sun
2025,January,04,summer,21:00,25.9,79,51.90,46,2,448,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,22:00,25.4,80,51.80,44,2,443,Low,Low,-35.0497,-58.4278,Sun
2025,January,04,summer,23:00,24.9,81,51.80,43,1,438,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,00:00,24.7,82,52.20,42,1,439,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,01:00,24.2,83,52.20,41,0,434,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,02:00,23.7,84,52.20,40,0,429,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,03:00,23.2,85,52.20,40,0,424,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,04:00,23.5,84,52.20,41,1,429,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,05:00,24.0,83,52.20,42,1,434,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,06:00,25.2,81,52.20,45,3,444,Low,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,07:00,26.7,79,52.30,48,4,454,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,08:00,28.2,77,52.30,52,5,469,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,09:00,29.7,74,52.40,55,6,484,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,10:00,31.2,72,52.40,58,7,499,Medium,High,-35.0497,-58.4278,Sun
2025,January,05,summer,11:00,32.2,71,52.50,60,8,514,High,High,-35.0497,-58.4278,Sun
2025,January,05,summer,12:00,33.2,69,52.50,62,8,524,High,High,-35.0497,-58.4278,Sun
2025,January,05,summer,13:00,33.7,68,52.60,63,9,534,High,High,-35.0497,-58.4278,Sun
2025,January,05,summer,14:00,33.2,69,52.60,62,8,529,High,High,-35.0497,-58.4278,Sun
2025,January,05,summer,15:00,32.7,70,52.60,61,8,524,High,High,-35.0497,-58.4278,Sun
2025,January,05,summer,16:00,31.7,72,52.60,59,7,509,Medium,High,-35.0497,-58.4278,Sun
2025,January,05,summer,17:00,30.7,74,52.60,57,6,494,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,18:00,29.2,76,52.50,54,5,479,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,19:00,28.2,78,52.50,51,4,464,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,20:00,27.2,79,52.40,48,3,454,Low,Medium,-35.0497,-58.4278,Sun
2025,January,05,summer,21:00,26.2,80,52.40,46,2,449,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,22:00,25.7,81,52.30,44,2,444,Low,Low,-35.0497,-58.4278,Sun
2025,January,05,summer,23:00,25.2,82,52.30,43,1,439,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,00:00,25.0,83,52.70,42,1,440,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,01:00,24.5,84,52.70,41,0,435,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,02:00,24.0,85,52.70,40,0,430,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,03:00,23.5,86,52.70,40,0,425,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,04:00,23.8,85,52.70,41,1,430,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,05:00,24.3,84,52.70,42,1,435,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,06:00,25.5,82,52.70,45,3,445,Low,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,07:00,27.0,80,52.80,48,4,455,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,08:00,28.5,78,52.80,52,5,470,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,09:00,30.0,75,52.90,55,6,485,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,10:00,31.5,73,52.90,58,7,500,Medium,High,-35.0497,-58.4278,Sun
2025,January,06,summer,11:00,32.5,72,53.00,60,8,515,High,High,-35.0497,-58.4278,Sun
2025,January,06,summer,12:00,33.5,70,53.00,62,8,525,High,High,-35.0497,-58.4278,Sun
2025,January,06,summer,13:00,34.0,69,53.10,63,9,535,High,High,-35.0497,-58.4278,Sun
2025,January,06,summer,14:00,33.5,70,53.10,62,8,530,High,High,-35.0497,-58.4278,Sun
2025,January,06,summer,15:00,33.0,71,53.10,61,8,525,High,High,-35.0497,-58.4278,Sun
2025,January,06,summer,16:00,32.0,73,53.10,59,7,510,Medium,High,-35.0497,-58.4278,Sun
2025,January,06,summer,17:00,31.0,75,53.10,57,6,495,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,18:00,29.5,77,53.00,54,5,480,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,19:00,28.5,79,53.00,51,4,465,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,20:00,27.5,80,52.90,48,3,455,Low,Medium,-35.0497,-58.4278,Sun
2025,January,06,summer,21:00,26.5,81,52.90,46,2,450,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,22:00,26.0,82,52.80,44,2,445,Low,Low,-35.0497,-58.4278,Sun
2025,January,06,summer,23:00,25.5,83,52.80,43,1,440,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,00:00,25.3,84,53.20,42,1,441,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,01:00,24.8,85,53.20,41,0,436,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,02:00,24.3,86,53.20,40,0,431,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,03:00,23.8,87,53.20,40,0,426,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,04:00,24.1,86,53.20,41,1,431,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,05:00,24.6,85,53.20,42,1,436,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,06:00,25.8,83,53.20,45,3,446,Low,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,07:00,27.3,81,53.30,48,4,456,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,08:00,28.8,79,53.30,52,5,471,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,09:00,30.3,76,53.40,55,6,486,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,10:00,31.8,74,53.40,58,7,501,Medium,High,-35.0497,-58.4278,Sun
2025,January,07,summer,11:00,32.8,73,53.50,60,8,516,High,High,-35.0497,-58.4278,Sun
2025,January,07,summer,12:00,33.8,71,53.50,62,8,526,High,High,-35.0497,-58.4278,Sun
2025,January,07,summer,13:00,34.3,70,53.60,63,9,536,High,High,-35.0497,-58.4278,Sun
2025,January,07,summer,14:00,33.8,71,53.60,62,8,531,High,High,-35.0497,-58.4278,Sun
2025,January,07,summer,15:00,33.3,72,53.60,61,8,526,High,High,-35.0497,-58.4278,Sun
2025,January,07,summer,16:00,32.3,74,53.60,59,7,511,Medium,High,-35.0497,-58.4278,Sun
2025,January,07,summer,17:00,31.3,76,53.60,57,6,496,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,18:00,29.8,78,53.50,54,5,481,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,19:00,28.8,80,53.50,51,4,466,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,20:00,27.8,81,53.40,48,3,456,Low,Medium,-35.0497,-58.4278,Sun
2025,January,07,summer,21:00,26.8,82,53.40,46,2,451,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,22:00,26.3,83,53.30,44,2,446,Low,Low,-35.0497,-58.4278,Sun
2025,January,07,summer,23:00,25.8,84,53.30,43,1,441,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,00:00,25.6,85,53.70,42,1,442,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,01:00,25.1,86,53.70,41,0,437,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,02:00,24.6,87,53.70,40,0,432,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,03:00,24.1,88,53.70,40,0,427,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,04:00,24.4,87,53.70,41,1,432,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,05:00,24.9,86,53.70,42,1,437,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,06:00,26.1,84,53.70,45,3,447,Low,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,07:00,27.6,82,53.80,48,4,457,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,08:00,29.1,80,53.80,52,5,472,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,09:00,30.6,77,53.90,55,6,487,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,10:00,32.1,75,53.90,58,7,502,Medium,High,-35.0497,-58.4278,Sun
2025,January,08,summer,11:00,33.1,74,54.00,60,8,517,High,High,-35.0497,-58.4278,Sun
2025,January,08,summer,12:00,34.1,72,54.00,62,8,527,High,High,-35.0497,-58.4278,Sun
2025,January,08,summer,13:00,34.6,71,54.10,63,9,537,High,High,-35.0497,-58.4278,Sun
2025,January,08,summer,14:00,34.1,72,54.10,62,8,532,High,High,-35.0497,-58.4278,Sun
2025,January,08,summer,15:00,33.6,73,54.10,61,8,527,High,High,-35.0497,-58.4278,Sun
2025,January,08,summer,16:00,32.6,75,54.10,59,7,512,Medium,High,-35.0497,-58.4278,Sun
2025,January,08,summer,17:00,31.6,77,54.10,57,6,497,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,18:00,30.1,79,54.00,54,5,482,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,19:00,29.1,81,54.00,51,4,467,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,20:00,28.1,82,53.90,48,3,457,Low,Medium,-35.0497,-58.4278,Sun
2025,January,08,summer,21:00,27.1,83,53.90,46,2,452,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,22:00,26.6,84,53.80,44,2,447,Low,Low,-35.0497,-58.4278,Sun
2025,January,08,summer,23:00,26.1,85,53.80,43,1,442,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,00:00,25.9,86,54.20,42,1,443,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,01:00,25.4,87,54.20,41,0,438,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,02:00,24.9,88,54.20,40,0,433,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,03:00,24.4,89,54.20,40,0,428,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,04:00,24.7,88,54.20,41,1,433,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,05:00,25.2,87,54.20,42,1,438,Low,Low,-35.0497,-58.4278,Sun
2025,January,09,summer,06:00,26.4,85,54.20,45,3,448,Low,Medium,-35.0497,-58.4278,Sun
2025,January,09,summer,07:00,27.9,83,54.30,48,4,458,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,09,summer,08:00,29.4,81,54.30,52,5,473,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,09,summer,09:00,30.9,78,54.40,55,6,488,Medium,Medium,-35.0497,-58.4278,Sun
2025,January,09,summer,10:00,32.4,76,54.40,58,7,503,Medium,High,-35.0497,-58.4278,Sun
2025,January,09,summer,11:00,33.4,75,54.50,60,8,518,High,High,-35.0497,-58.4278,Sun
2025,January,09,summer,12:00,34.4,73,54.50,62,8,528,High,High,-35.0497,-58.4278,Sun
2025,January,09,summer,13:00,34.9,72,54.60,63,9,538,High,High,-35.0497,-58.4278,Sun
2025,January,09,summer,14:00,34.4,73,54.60,62,8,533,High,High,-35.0497,-58.4278,Sun
2025,January,09,summer,15:00,33.9,74,54.60,61,8,528,High,High,-35.0497,-58.4278,Sun
2025,January,09,summer,16:00,32.9,76,54.60,59,7,513,Medium,High,-35.0497,-58.4278,Sun
2025,January,09,summer,17:00,31.9,78,54.60,57,6,498,Medium,Medium,-35.0497,-58.4278,Sun
